,global_id,Number,Cells
396,2449499967,397,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '07:38', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '08:25', 'global_id': 2449499967}"
397,2449500121,398,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:09', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '08:55', 'global_id': 2449500121}"
398,2449500229,399,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '08:49', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '09:35', 'global_id': 2449500229}"
399,2449500282,400,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:19', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '10:05', 'global_id': 2449500282}"
400,2449500386,401,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '09:59', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '10:45', 'global_id': 2449500386}"
401,2449500459,402,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '10:30', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '11:15', 'global_id': 2449500459}"
402,2449500507,403,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:08', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '11:55', 'global_id': 2449500507}"
403,2449500616,404,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '11:38', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '12:25', 'global_id': 2449500616}"
404,2449500839,405,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:19', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '13:05', 'global_id': 2449500839}"
405,2449500892,406,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '12:47', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '13:35', 'global_id': 2449500892}"
406,2449500951,407,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '13:28', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '14:15', 'global_id': 2449500951}"
407,2449501254,408,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '14:38', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '15:25', 'global_id': 2449501254}"
408,2449501357,409,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:08', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '15:55', 'global_id': 2449501357}"
409,2449501433,410,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '15:48', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '16:35', 'global_id': 2449501433}"
410,2449501533,411,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:18', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '17:05', 'global_id': 2449501533}"
411,2449501624,412,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '16:58', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '17:45', 'global_id': 2449501624}"
412,2449501705,413,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '17:29', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '18:15', 'global_id': 2449501705}"
413,2449501799,414,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:08', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '18:35', 'global_id': 2449501799}"
414,2449502332,415,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '18:41', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '19:25', 'global_id': 2449502332}"
415,2449502511,416,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:18', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '20:05', 'global_id': 2449502511}"
416,2449502603,417,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '19:48', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '20:35', 'global_id': 2449502603}"
417,2449502755,418,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:31', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '21:15', 'global_id': 2449502755}"
418,2449502838,419,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '20:59', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '21:45', 'global_id': 2449502838}"
419,2449502904,420,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '21:37', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '22:25', 'global_id': 2449502904}"
420,2449503011,421,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:05', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '22:52', 'global_id': 2449503011}"
421,2449503118,422,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '22:55', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '23:40', 'global_id': 2449503118}"
422,2449503195,423,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '23:28', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '00:13', 'global_id': 2449503195}"
423,2449503314,424,"{'StationStart': 'Аэропорт Шереметьево', 'Line': 'В Шереметьево', 'TimeStart': '00:17', 'StationEnd': 'Савеловский вокзал', 'TimeEnd': '01:01', 'global_id': 2449503314}"
